channel,begin_time,end_time,filename,call_length,label
3,0.0,21.33648643,LPS1202017_MF_20171113_030719_394,21.33648643,0
2,0.0,21.33648643,LPS1202017_MF_20171113_030719_394,21.33648643,0
1,0.0,21.33648643,LPS1202017_MF_20171113_030719_394,21.33648643,0
4,0.0,21.33648643,LPS1202017_MF_20171113_030719_394,21.33648643,0
4,21.33648643,22.365088387,LPS1202017_MF_20171113_030719_394,1.0286019569999993,1
2,22.365088387,57.90188484,LPS1202017_MF_20171113_030719_394,35.536796453,0
4,22.365088387,57.90188484,LPS1202017_MF_20171113_030719_394,35.536796453,0
3,22.365088387,57.90188484,LPS1202017_MF_20171113_030719_394,35.536796453,0
1,22.365088387,57.90188484,LPS1202017_MF_20171113_030719_394,35.536796453,0
4,57.90188484,59.106589855,LPS1202017_MF_20171113_030719_394,1.2047050150000018,1
2,59.106589855,81.219527931,LPS1202017_MF_20171113_030719_394,22.112938076,0
3,59.106589855,81.219527931,LPS1202017_MF_20171113_030719_394,22.112938076,0
1,59.106589855,81.219527931,LPS1202017_MF_20171113_030719_394,22.112938076,0
4,59.106589855,81.219527931,LPS1202017_MF_20171113_030719_394,22.112938076,0
4,81.219527931,81.85990269,LPS1202017_MF_20171113_030719_394,0.6403747589999966,1
3,81.85990269,90.181660798,LPS1202017_MF_20171113_030719_394,8.321758107999997,0
2,81.85990269,90.181660798,LPS1202017_MF_20171113_030719_394,8.321758107999997,0
4,81.85990269,90.181660798,LPS1202017_MF_20171113_030719_394,8.321758107999997,0
1,81.85990269,90.181660798,LPS1202017_MF_20171113_030719_394,8.321758107999997,0
4,90.181660798,94.028050459,LPS1202017_MF_20171113_030719_394,3.8463896610000035,1
4,94.2222291,96.023545848,LPS1202017_MF_20171113_030719_394,1.8013167479999908,1
4,96.023545848,96.609064448,LPS1202017_MF_20171113_030719_394,0.5855186000000003,0
1,96.023545848,96.609064448,LPS1202017_MF_20171113_030719_394,0.5855186000000003,0
3,96.023545848,96.609064448,LPS1202017_MF_20171113_030719_394,0.5855186000000003,0
2,96.023545848,96.609064448,LPS1202017_MF_20171113_030719_394,0.5855186000000003,0
4,96.609064448,97.753478988,LPS1202017_MF_20171113_030719_394,1.1444145399999996,1
2,97.753478988,109.878675335,LPS1202017_MF_20171113_030719_394,12.125196347,0
4,97.753478988,109.878675335,LPS1202017_MF_20171113_030719_394,12.125196347,0
1,97.753478988,109.878675335,LPS1202017_MF_20171113_030719_394,12.125196347,0
3,97.753478988,109.878675335,LPS1202017_MF_20171113_030719_394,12.125196347,0
4,109.878675335,110.258769695,LPS1202017_MF_20171113_030719_394,0.3800943600000011,0
3,110.258769695,134.142305982,LPS1202017_MF_20171113_030719_394,23.883536287000013,0
1,110.258769695,134.142305982,LPS1202017_MF_20171113_030719_394,23.883536287000013,0
4,110.258769695,134.142305982,LPS1202017_MF_20171113_030719_394,23.883536287000013,0
2,110.258769695,134.142305982,LPS1202017_MF_20171113_030719_394,23.883536287000013,0
4,134.142305982,134.807471111,LPS1202017_MF_20171113_030719_394,0.6651651290000018,0
1,134.807471111,160.606,LPS1202017_MF_20171113_030719_394,25.798528888999982,0
2,134.807471111,160.606,LPS1202017_MF_20171113_030719_394,25.798528888999982,0
3,134.807471111,160.606,LPS1202017_MF_20171113_030719_394,25.798528888999982,0
4,134.807471111,160.606,LPS1202017_MF_20171113_030719_394,25.798528888999982,0
4,0.0,169.106850139,PAM_MF_20190204_064000_000,169.106850139,0
1,0.0,169.106850139,PAM_MF_20190204_064000_000,169.106850139,0
3,0.0,169.106850139,PAM_MF_20190204_064000_000,169.106850139,0
2,0.0,169.106850139,PAM_MF_20190204_064000_000,169.106850139,0
3,169.106850139,175.931074655,PAM_MF_20190204_064000_000,6.824224516000015,1
4,175.931074655,230.594003203,PAM_MF_20190204_064000_000,54.662928548,0
1,175.931074655,230.594003203,PAM_MF_20190204_064000_000,54.662928548,0
3,175.931074655,230.594003203,PAM_MF_20190204_064000_000,54.662928548,0
2,175.931074655,230.594003203,PAM_MF_20190204_064000_000,54.662928548,0
2,230.594003203,233.915763579,PAM_MF_20190204_064000_000,3.321760375999986,1
